Ticker,Date,Time,LTP,BuyPrice,BuyQty,SellPrice,SellQty,LTQ,OpenInterest
NIFTY BANK.NSE_IDX,22/12/2023,09:07:19,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:19,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:19,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:19,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:20,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:21,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:22,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:23,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:24,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:25,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:26,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:27,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:28,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:29,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:30,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:31,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:32,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:33,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:34,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:35,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:36,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:37,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:38,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:39,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:40,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:41,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:42,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:43,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:44,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:45,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:46,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:47,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:48,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:49,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:50,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:51,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:52,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:53,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:54,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:55,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:56,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:57,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:58,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:07:59,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:00,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:01,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:02,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:03,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:04,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:05,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:06,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:07,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:08,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:09,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:10,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:11,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:12,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:13,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:14,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:15,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:16,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:17,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:18,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:19,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:20,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:21,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:22,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:23,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:24,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:25,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:26,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:27,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:28,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:29,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:30,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:31,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:32,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:33,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:34,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:35,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:36,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:37,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:38,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:39,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:40,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:41,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:42,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:43,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:44,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:45,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:46,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:47,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:48,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:49,47837.75,0,0,0,0,0,0
NIFTY BANK.NSE_IDX,22/12/2023,09:08:50,47837.75,0,0,0,0,0,0
